Frequency (Hz)	Level (dB)
406.250000	-83.002632
406.738281	-85.763443
407.226562	-80.135048
407.714844	-81.393761
408.203125	-81.471779
408.691406	-82.736053
409.179688	-80.056526
409.667969	-81.147827
410.156250	-81.929825
410.644531	-79.381805
411.132812	-81.494987
411.621094	-80.611313
412.109375	-80.171104
412.597656	-80.847397
413.085938	-80.632370
413.574219	-82.288223
414.062500	-81.319611
414.550781	-80.468636
415.039062	-86.052521
415.527344	-81.727097
416.015625	-81.897125
416.503906	-79.661568
416.992188	-80.813881
417.480469	-81.812805
417.968750	-83.102203
418.457031	-82.192780
418.945312	-81.472450
419.433594	-80.420067
419.921875	-82.257500
420.410156	-80.657425
420.898438	-80.791962
421.386719	-79.603516
421.875000	-81.706566
422.363281	-79.634888
422.851562	-80.557434
423.339844	-80.803513
423.828125	-84.189415
424.316406	-80.489037
424.804688	-80.708961
425.292969	-82.802582
425.781250	-83.268097
426.269531	-80.882095
426.757812	-80.092484
427.246094	-80.674721
427.734375	-82.129097
428.222656	-83.295341
428.710938	-82.649193
429.199219	-83.811424
429.687500	-80.964859
430.175781	-79.342285
430.664062	-79.312737
431.152344	-80.077957
431.640625	-80.246048
432.128906	-78.139053
432.617188	-81.876831
433.105469	-83.069565
433.593750	-80.832047
434.082031	-82.705025
434.570312	-84.743843
435.058594	-81.220573
435.546875	-78.069534
436.035156	-81.053932
436.523438	-84.194977
437.011719	-82.437553
437.500000	-78.479614
437.988281	-80.861526
438.476562	-81.211945
438.964844	-79.123215
439.453125	-83.068848
439.941406	-84.823509
440.429688	-81.642296
440.917969	-82.359695
441.406250	-81.557762
441.894531	-85.701622
442.382812	-82.924187
442.871094	-84.104950
443.359375	-79.274498
443.847656	-80.556198
444.335938	-82.307770
444.824219	-77.449867
445.312500	-82.790977
445.800781	-83.348495
446.289062	-82.147690
446.777344	-80.435310
447.265625	-78.330849
447.753906	-81.666840
448.242188	-81.020256
448.730469	-80.825241
449.218750	-81.238960
449.707031	-80.049507
450.195312	-80.660263
450.683594	-79.238846
451.171875	-80.373558
451.660156	-80.525818
452.148438	-80.470764
452.636719	-81.004707
453.125000	-83.149483
453.613281	-81.558746
454.101562	-80.029144
454.589844	-78.941277
455.078125	-80.294716
455.566406	-80.734825
456.054688	-81.858109
456.542969	-80.348145
457.031250	-79.664368
457.519531	-80.209732
458.007812	-77.795715
458.496094	-82.294914
458.984375	-82.697044
459.472656	-79.996925
459.960938	-78.266579
460.449219	-78.757225
460.937500	-76.530037
461.425781	-76.911919
461.914062	-78.907982
462.402344	-82.575035
462.890625	-79.401497
463.378906	-81.360580
463.867188	-81.074135
464.355469	-79.692253
464.843750	-81.788918
465.332031	-83.069420
465.820312	-80.772942
466.308594	-80.313789
466.796875	-81.670113
467.285156	-78.485672
467.773438	-80.150070
468.261719	-80.098961
468.750000	-79.441360
469.238281	-82.539139
469.726562	-80.750084
470.214844	-81.371056
470.703125	-82.173233
471.191406	-80.329964
471.679688	-83.234314
472.167969	-81.076698
472.656250	-78.346359
473.144531	-78.128326
473.632812	-81.020599
474.121094	-79.747757
474.609375	-82.071472
475.097656	-84.074783
475.585938	-81.733459
476.074219	-81.240105
476.562500	-84.162079
477.050781	-81.549995
477.539062	-80.025528
478.027344	-80.388336
478.515625	-82.787903
479.003906	-81.484100
479.492188	-81.626915
479.980469	-79.379677
480.468750	-81.726257
480.957031	-79.072327
481.445312	-78.818390
481.933594	-81.777214
482.421875	-85.246872
482.910156	-81.935532
483.398438	-78.869431
483.886719	-79.470116
484.375000	-77.966736
484.863281	-81.050087
485.351562	-80.400208
485.839844	-81.229172
486.328125	-79.633713
486.816406	-78.419701
487.304688	-81.164803
487.792969	-78.136833
488.281250	-79.767403
488.769531	-82.736076
489.257812	-78.894882
489.746094	-82.406105
490.234375	-78.250641
490.722656	-79.793137
491.210938	-76.977348
491.699219	-81.417610
492.187500	-79.195549
492.675781	-80.753593
493.164062	-79.144798
493.652344	-77.966599
494.140625	-77.119888
