Frequency (Hz)	Level (dB)
256.103516	-65.153198
256.347656	-66.240387
256.591797	-67.967461
256.835938	-64.914680
257.080078	-64.018997
257.324219	-66.002678
257.568359	-65.700401
257.812500	-68.102280
258.056641	-66.571007
258.300781	-71.179306
258.544922	-64.424599
258.789062	-65.960770
259.033203	-65.934410
259.277344	-66.466461
259.521484	-69.249275
259.765625	-67.685165
260.009766	-68.939674
260.253906	-66.520454
260.498047	-68.738586
260.742188	-68.475571
260.986328	-68.922546
261.230469	-67.844780
261.474609	-66.035988
261.718750	-71.176567
261.962891	-69.388512
262.207031	-69.320923
262.451172	-68.339378
262.695312	-66.428314
262.939453	-67.677742
263.183594	-68.788269
263.427734	-68.116478
263.671875	-68.249535
263.916016	-67.069656
264.160156	-65.979576
264.404297	-66.648705
264.648438	-65.860878
264.892578	-65.224442
265.136719	-65.944603
265.380859	-65.450722
265.625000	-67.802399
265.869141	-65.469650
266.113281	-67.144325
266.357422	-69.887581
266.601562	-63.010586
266.845703	-66.986839
267.089844	-65.927505
267.333984	-68.722137
267.578125	-71.207092
267.822266	-67.311943
268.066406	-69.122681
268.310547	-69.243813
268.554688	-65.511841
268.798828	-67.160469
269.042969	-66.336159
269.287109	-65.933014
269.531250	-67.035362
269.775391	-67.012741
270.019531	-67.946533
270.263672	-68.375015
270.507812	-65.280945
270.751953	-67.832535
270.996094	-69.187851
271.240234	-67.169449
271.484375	-68.488060
271.728516	-69.267899
271.972656	-67.057175
272.216797	-67.573669
272.460938	-65.114601
272.705078	-66.048599
272.949219	-66.531296
273.193359	-67.734306
273.437500	-69.101791
273.681641	-69.236588
273.925781	-67.378922
274.169922	-66.572090
274.414062	-70.838417
274.658203	-67.530136
274.902344	-69.601517
275.146484	-68.766022
275.390625	-69.712433
275.634766	-68.231674
275.878906	-68.107460
276.123047	-67.785530
276.367188	-67.965843
276.611328	-68.885300
276.855469	-66.875069
277.099609	-68.498665
277.343750	-74.000786
277.587891	-72.291039
277.832031	-69.869072
278.076172	-67.471100
278.320312	-68.870644
278.564453	-68.594482
278.808594	-67.287659
279.052734	-66.915009
279.296875	-66.611191
279.541016	-67.992386
279.785156	-70.475670
280.029297	-71.386078
280.273438	-70.294922
280.517578	-68.595779
280.761719	-69.244759
281.005859	-66.453766
281.250000	-66.249245
